Species	12SRRN	16SRRN	28SRRN	ATP6	ATP8	BDNF	COX1	COX2	COX3	CXCR4	CYTB	NAD1	NAD2	NAD3	NAD4	NAD4L	NAD5	NAD6	NCX1	POMC	RAG1	RAG2	RHOD	SIA	SLC8A3	TYR
Phyllomedusa_oreades	GQ366275.1	GQ366275.1	-	-	-	-	-	-	-	-	GQ365966.1	-	-	-	-	-	-	-	-	GQ366062.1	-	-	GQ366151.1	-	-	-
Phyllomedusa_palliata	AY326046.1	GQ366280.1	-	-	-	-	-	-	-	GQ366017.1	GQ365968.1	GQ366331.1	-	-	-	-	-	-	-	-	GQ366092.1	-	-	-	-	-
Phyllomedusa_perinesos	GQ896278.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Phyllomedusa_rohdei	GQ366240.1	GQ366237.1	-	-	-	-	-	-	-	GQ366002.1	GQ365929.1	GQ366315.1	-	-	-	-	-	-	-	GQ366044.1	GQ366082.1	-	GQ366115.1	-	-	KM387536.1
Phyllomedusa_rustica	KM206705.1	KM206705.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Phyllomedusa_sauvagii	GQ366282.1	GQ366283.1	-	-	-	-	-	-	-	GQ366019.1	GQ365971.1	GQ366333.1	-	-	-	-	-	-	-	GQ366065.1	GQ366094.1	-	GQ366154.1	-	-	GQ366217.1
Phyllomedusa_tarsius	AY843726.1	AY843726.1	AY844326.1	-	-	-	-	-	-	GQ366020.1	AY843971.1	-	-	-	-	-	-	-	-	-	GQ366095.1	-	AY844713.1	AY844918.1	-	AY844155.1
Phyllomedusa_tetraploidea	AY843727.1	GQ366285.1	AY844327.1	-	-	-	-	-	-	GQ366023.1	GQ365973.1	GQ366335.1	HQ262487.1	-	-	-	-	-	-	GQ366067.1	GQ366096.1	-	GQ366156.1	AY844919.1	-	AY844156.1
Phyllomedusa_tomopterna	AY326045.1	JX564887.1	AY844328.1	JX564887.1	JX564887.1	-	JX564887.1	JX564887.1	JX564887.1	GQ366024.1	JX564887.1	JX564887.1	JX564887.1	JX564887.1	JX564887.1	JX564887.1	JX564887.1	JX564887.1	-	GQ366068.1	EF174319.1	-	GQ366157.1	AY844920.1	-	GQ366219.1
Phyllomedusa_trinitatis	GQ896279.1	GQ366287.1	-	-	-	-	-	-	-	GQ366026.1	GQ365975.1	-	-	-	-	-	-	-	-	-	GQ366097.1	-	GQ366158.1	-	-	GQ366220.1
Phyllomedusa_vaillanti	AY549363.1	AY549363.1	AY844329.1	-	-	-	-	-	-	GQ366027.1	AY549416.1	GQ366338.1	-	-	-	-	-	-	-	-	AY844498.1	-	AY844716.1	AY844921.1	-	AY844158.1
Physalaemus_aguirrei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145999.1	-	-	-	-	-
Physalaemus_albifrons	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145977.1	-	-	-	-	-
Physalaemus_albonotatus	DQ337210.1	HQ592347.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145980.1	-	-	-	-	-
Physalaemus_atlanticus	KC692081.1	KC692081.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Physalaemus_barrioi	DQ337213.1	DQ337213.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145974.1	-	-	-	-	-
Physalaemus_biligonigerus	DQ337212.1	DQ337212.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145988.1	-	-	-	-	-
Physalaemus_bokermanni	KP145928.1	KP145936.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145962.1	-	-	-	-	-
Physalaemus_caicai	-	-	-	-	-	-	DQ120046.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Physalaemus_camacan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145976.1	-	-	-	-	-
Physalaemus_centralis	-	JQ627210.1	-	-	-	-	JQ627308.1	-	-	-	-	-	-	-	-	-	-	-	-	-	HQ634172.1	-	-	-	-	-
Physalaemus_cicada	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP146000.1	-	-	-	-	-
Physalaemus_crombiei	KC692082.1	KC692082.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Physalaemus_cuvieri	KC692083.1	AY843729.1	AY844330.1	-	-	-	JQ627310.1	-	-	KP295537.1	AY843975.1	JX204060.1	-	-	-	-	-	-	-	AY819096.1	AY844499.1	-	AY844717.1	AY844922.1	-	-
Physalaemus_deimaticus	KP145925.1	KP145935.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Physalaemus_enesefae	DQ337211.1	DQ337211.1	-	-	-	-	DQ120049.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Physalaemus_ephippifer	-	HQ592353.1	-	-	-	-	DQ120047.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145972.1	-	-	-	-	-
Physalaemus_erythros	KP145930.1	KP145939.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Physalaemus_fischeri	-	KP149433.1	-	-	-	-	KP149261.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Physalaemus_gracilis	AY680272.1	AY680272.1	DQ283728.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145979.1	-	DQ284022.1	DQ282875.1	-	-
Physalaemus_henselii	KC692084.1	KC692084.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Physalaemus_jordanensis	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145997.1	-	-	-	-	-
Physalaemus_kroyeri	KP145933.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145981.1	-	-	-	-	-
Physalaemus_lateristriga	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145946.1	-	-	-	-	-
Physalaemus_lisei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145961.1	-	-	-	-	-
Physalaemus_maculiventris	KP145929.1	KP145937.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145978.1	-	-	-	-	-
Physalaemus_marmoratus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145957.1	-	-	-	-	-
Physalaemus_moreirae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145971.1	-	-	-	-	-
Physalaemus_olfersii	KC692085.1	KC692085.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145993.1	-	-	-	-	-
Physalaemus_riograndensis	AY326021.1	AY326021.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Physalaemus_santafecinus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145994.1	-	-	-	-	-
Physalaemus_signifer	DQ337209.1	DQ337209.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP145944.1	-	-	-	-	-
Physalaemus_spiniger	KC692086.1	KC692086.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Phyzelaphryne_miriamae	EU186689.1	EU186689.1	-	-	-	-	JX298346.1	-	-	-	JX298396.1	-	-	-	-	-	-	-	-	JX298126.1	JX298175.1	-	-	-	-	JX298229.1
Pipa_carvalhoi	AJ440774.1	AJ440813.1	DQ283613.1	HM991332.1	HM991332.1	HM998935.1	HM991332.1	HM991332.1	HM991332.1	-	HM991332.1	HM991332.1	HM991332.1	HM991332.1	HM991332.1	HM991332.1	HM991332.1	HM991332.1	HQ260711.1	HM998963.1	HM998974.1	HM998980.1	DQ283922.1	DQ282774.1	-	-
Pipa_parva	AY581622.1	AY581622.1	-	-	-	EF407512.1	-	-	-	-	AY341743.1	-	-	-	-	-	-	-	-	-	AY323761.1	AY323799.1	AY323734.1	-	-	AY341762.1
Pipa_pipa	GQ244477.1	GQ244477.1	-	GQ244477.1	GQ244477.1	-	GQ244477.1	GQ244477.1	GQ244477.1	AY364174.1	GQ244477.1	AY523764.1	GQ244477.1	GQ244477.1	GQ244477.1	GQ244477.1	GQ244477.1	GQ244477.1	AY523711.1	-	AY874303.1	-	AY364389.1	DQ282660.1	EF107351.1	DQ347133.1
Pithecopus_megacephalus	GQ366268.1	GQ366267.1	-	-	-	-	-	-	-	-	GQ365957.1	-	-	-	-	-	-	-	-	GQ366058.1	GQ366090.1	-	GQ366141.1	-	-	GQ366213.1
Platymantis_acrochordus	-	KP298057.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298174.1	-	-	-	-	-	-
Platymantis_adiastolus	KP298052.1	KP298052.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298169.1	-	-	-	-	-	KP298331.1
Platymantis_admiraltiensis	KP298053.1	KP298053.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298170.1	-	-	-	-	-	-
Platymantis_akarithymus	-	KP298084.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298198.1	-	-	-	-	-	KP298348.1
Platymantis_banahao	-	KP298089.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298203.1	-	-	-	-	-	KP298351.1
Platymantis_batantae	-	KP298090.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platymantis_bayani	-	KP298091.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298204.1	KP298276.1	-	-	-	-	KP298352.1
Platymantis_bimaculatus	EU004640.1	KP298092.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platymantis_boulengeri	KP298056.1	KP298056.1	-	-	-	-	HQ844999.1	-	-	-	EU155085.1	-	-	-	-	-	-	-	-	KP298242.1	KP298309.1	-	-	-	-	KP298385.1
Platymantis_bufonulus	-	KP298082.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298196.1	-	-	-	-	-	KP298346.1
Platymantis_caesiops	-	KP298081.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298195.1	-	-	-	-	-	KP298345.1
Platymantis_cagayanensis	-	KP298094.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298206.1	KP298278.1	-	-	-	-	KP298353.1
Platymantis_cheesmanae	-	KP298096.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298208.1	-	-	-	-	-	KP298355.1
Platymantis_corrugatus	KP298058.1	KP298058.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298175.1	KP298267.1	-	-	-	-	KP298334.1
Platymantis_cryptotis	EU004634.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platymantis_custos	KP298077.1	KP298077.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298192.1	-	-	-	-	-	-
Platymantis_desticans	KP298068.1	KP298068.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298184.1	-	-	-	-	-	-
Platymantis_diesmosi	-	KP298097.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298209.1	KP298280.1	-	-	-	-	KP298356.1
Platymantis_dorsalis	DQ347199.1	KP298098.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298210.1	KP298282.1	-	DQ347367.1	-	-	KP298358.1
Platymantis_gilliardi	KP298060.1	KP298060.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298177.1	-	-	-	-	-	KP298335.1
Platymantis_hazelae	KP298061.1	KP298061.1	-	-	-	-	-	-	-	EF017993.1	-	-	-	-	-	-	-	-	EF018018.1	KP298178.1	KP298268.1	-	DQ347369.1	-	EF107376.1	KP298336.1
Platymantis_indeprensus	-	KP298108.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298220.1	KP298290.1	-	-	-	-	KP298366.1
Platymantis_insulatus	KP298062.1	KP298062.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298179.1	-	-	-	-	-	KP298337.1
Platymantis_isarog	KP298063.1	KP298063.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298180.1	-	-	-	-	-	KP298338.1
Platymantis_latro	-	KP298113.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platymantis_lawtoni	-	KP298114.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298293.1	-	-	-	-	KP298369.1
Platymantis_levigatus	-	KP298115.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298225.1	KP298294.1	-	-	-	-	KP298370.1
Platymantis_luzonensis	-	KP298117.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298227.1	-	-	-	-	-	KP298371.1
Platymantis_macrosceles	KP298064.1	KP298064.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298181.1	-	-	-	-	-	-
Platymantis_magnus	KP298065.1	KP298065.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298182.1	-	-	-	-	-	-
Platymantis_mamusiorum	KP298066.1	KP298066.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platymantis_mimulus	EU004644.1	KP298120.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298230.1	KP298297.1	-	-	-	-	-
Platymantis_montanus	KP298067.1	KP298067.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298183.1	DQ347247.1	-	DQ347368.1	-	-	DQ347152.1
Platymantis_myersi	-	KP298121.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298231.1	KP298298.1	-	-	-	-	KP298373.1
Platymantis_nakanaiorum	KP298069.1	KP298069.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298185.1	-	-	-	-	-	-
Platymantis_naomii	DQ347201.1	KP298124.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298234.1	KP298301.1	-	DQ347370.1	-	-	KP298376.1
Platymantis_neckeri	KP298044.1	KP298044.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platymantis_negrosensis	-	KP298123.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298233.1	KP298300.1	-	-	-	-	KP298375.1
Platymantis_nexipus	KP298070.1	KP298070.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298186.1	-	-	-	-	-	-
Platymantis_occidentalis	KP298071.1	KP298071.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298187.1	-	-	-	-	-	KP298339.1
Platymantis_paengi	-	KP298125.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298235.1	KP298302.1	-	-	-	-	KP298377.1
Platymantis_panayensis	-	KP298126.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298236.1	KP298303.1	-	-	-	-	KP298378.1
Platymantis_papuensis	KP298072.1	KP298072.1	-	-	-	KF991288.1	-	-	-	-	KF991309.1	-	-	-	-	-	-	-	-	KP298188.1	KF991328.1	-	DQ347387.1	KF991348.1	-	KP298340.1
Platymantis_parilis	KP298074.1	KP298074.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298232.1	KP298299.1	-	-	-	-	KP298374.1
Platymantis_pelewensis	KP298045.1	KP298045.1	DQ283504.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298168.1	-	-	DQ283819.1	DQ282679.1	-	KP298330.1
Platymantis_polillensis	-	KP298128.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298305.1	-	-	-	-	KP298380.1
Platymantis_pseudodorsalis	-	KP298129.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298238.1	-	-	-	-	-	KP298381.1
Platymantis_punctata	EU004651.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platymantis_pygmaeus	-	KP298130.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298239.1	KP298306.1	-	-	-	-	KP298382.1
Platymantis_rabori	-	KP298131.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298240.1	KP298307.1	-	-	-	-	KP298383.1
Platymantis_rivularis	KP298073.1	KP298073.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298189.1	KP298269.1	-	-	-	-	-
Platymantis_schmidti	-	KP298135.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298244.1	-	-	-	-	-	-
Platymantis_sierramadrensis	-	KP298139.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298248.1	KP298313.1	-	-	-	-	KP298389.1
Platymantis_spelaeus	-	KP298143.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298251.1	-	-	-	-	-	KP298390.1
Platymantis_subterrestris	-	KP298146.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298253.1	KP298315.1	-	-	-	-	KP298392.1
Platymantis_sulcatus	-	KP298147.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platymantis_taylori	-	KP298148.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298316.1	-	-	-	-	KP298393.1
Platymantis_vitianus	NC_027671.1	KM247361.1	-	NC_027671.1	KM247361.1	-	NC_027671.1	NC_027671.1	NC_027671.1	-	KM247361.1	NC_027671.1	NC_027671.1	NC_027671.1	NC_027671.1	NC_027671.1	NC_027671.1	NC_027671.1	-	KP298193.1	KP298271.1	-	-	-	-	KP298343.1
Platymantis_vitiensis	KM247363.1	KM247363.1	-	KM247363.1	KM247363.1	-	KM247363.1	KM247363.1	KM247363.1	-	KM247363.1	KM247363.1	KM247363.1	KM247363.1	KM247363.1	KM247363.1	KM247363.1	KM247363.1	-	KP298194.1	KP298272.1	-	-	-	-	KP298344.1
Platymantis_weberi	-	KP298149.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298254.1	-	-	DQ283880.1	DQ282740.1	-	KP298394.1
Platymantis_wuenscheorum	EU004642.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platypelis_alticola	-	JX519438.1	-	-	-	-	KF611548.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platypelis_barbouri	AY594021.1	KM509176.1	-	-	-	KM509314.1	KM509842.1	-	-	-	EU341031.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KM509968.1
Platypelis_grandis	AY594026.1	AY594064.1	KC179929.1	-	-	KM509315.1	KM509843.1	-	-	-	EU341033.1	-	-	-	-	-	-	-	-	-	EF396101.1	EF396140.1	-	DQ282868.1	-	EF395986.1
Platypelis_karenae	-	KM817792.1	-	-	-	-	-	-	-	-	EU341035.1	-	-	-	-	-	-	-	-	KM817825.1	-	-	-	-	-	-
Platypelis_mavomavo	-	FJ559285.1	-	-	-	-	KF611552.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platypelis_milloti	AY594027.1	KM509177.1	-	-	-	KM509316.1	KM509844.1	-	-	-	EU341028.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KM509969.1
Platypelis_olgae	-	KU937791.1	-	-	-	-	KF611554.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platypelis_pollicaris	-	KM509178.1	-	-	-	KM509317.1	KM509845.1	-	-	-	EU341032.1	-	-	-	-	-	-	-	-	-	KP764389.1	-	-	-	-	KM509970.1
Platypelis_tetra	-	KM509180.1	-	-	-	KM509319.1	KM509847.1	-	-	-	-	-	-	-	-	-	-	-	-	KM817826.1	-	-	-	-	-	KM509972.1
Platypelis_tsaratananaensis	-	JX519445.1	-	-	-	-	KF611564.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Platypelis_tuberifera	-	KM817817.1	-	-	-	-	KF611566.1	-	-	-	EU341027.1	-	-	-	-	-	-	-	-	KM817853.1	KP764383.1	-	-	-	-	-
Plectrohyla_ameibothalame	DQ388686.1	DQ388752.1	-	-	-	-	-	-	-	-	-	DQ388752.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Plectrohyla_arborescandens	AY843602.1	AY843602.1	AY844222.1	-	-	-	-	-	-	-	AY843823.1	-	-	-	-	-	-	-	-	-	AY844390.1	-	AY844576.1	AY844801.1	-	AY844047.1
Plectrohyla_bistincta	AY843609.1	AY843609.1	AY844230.1	-	-	-	-	-	-	-	AY843834.1	-	-	-	-	-	-	-	-	-	AY844399.1	-	AY844587.1	-	-	AY844054.1
Plectrohyla_calthula	AY843615.1	AY843615.1	AY844237.1	-	-	-	-	-	-	-	AY843841.1	-	-	-	-	-	-	-	-	-	AY844403.1	-	AY844593.1	-	-	AY844059.1
Plectrohyla_chrysopleura	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AY819134.1	-	-	-	-	-	-
Plectrohyla_cyclada	DQ388688.1	AY843622.1	AY844245.1	-	-	-	-	-	-	-	AY843851.1	DQ388754.1	-	-	-	-	-	-	-	DQ388709.1	AY844413.1	-	AY844602.1	AY844820.1	-	AY844068.1
Plectrohyla_glandulosa	DQ388696.1	AY843730.1	AY844331.1	-	-	-	-	-	-	-	AY843976.1	DQ388760.1	-	-	-	-	-	-	-	DQ388718.1	AY844500.1	-	AY844718.1	AY844923.1	-	AY844159.1
Plectrohyla_guatemalensis	AY843731.1	AY843731.1	AY844332.1	-	-	-	-	-	-	-	AY843977.1	DQ055833.1	-	-	-	-	-	-	-	DQ055807.1	AY844501.1	-	AY844719.1	AY844924.1	-	AY844160.1
Plectrohyla_matudai	AY843732.1	AY843732.1	AY844333.1	-	-	-	-	-	-	-	AY843978.1	-	-	-	-	-	-	-	-	-	AY844502.1	-	AY844720.1	AY844925.1	-	AY844161.1
Plectrohyla_mykter	-	-	-	-	-	-	-	-	-	-	KR011922.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Plectrohyla_pentheter	-	KX423531.1	-	-	-	-	-	-	-	-	-	DQ055825.1	-	-	-	-	-	-	-	DQ055798.1	-	-	-	-	-	-
Plectrohyla_siopela	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DQ388715.1	-	-	-	-	-	-
Plethodontohyla_bipunctata	-	KM509181.1	-	-	-	KM509320.1	KM509848.1	-	-	-	EU341002.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KM509973.1
Plethodontohyla_brevipes	AY594037.1	KM509182.1	-	-	-	KM509321.1	KM509849.1	-	-	-	EU340997.1	-	-	-	-	-	-	-	-	-	EF396103.1	EF396142.1	-	-	-	EF395987.1
Plethodontohyla_fonetana	-	-	-	-	-	-	KF611570.1	-	-	-	EU340993.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Plethodontohyla_guentheri	-	KM509183.1	-	-	-	KM509322.1	KM509850.1	-	-	-	EU340994.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KM509975.1
Plethodontohyla_inguinalis	AY594042.1	AB611992.1	-	-	-	AB611988.1	AB611989.1	-	-	AB611990.1	-	-	-	-	-	-	-	-	AB611991.1	-	AB611985.1	AB611986.1	-	-	-	AB611987.1
Plethodontohyla_mihanika	AY594041.1	KM509184.1	-	-	-	KM509323.1	KM509851.1	-	-	-	EU340992.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KM509976.1
Plethodontohyla_notosticta	AY594039.1	KM509185.1	-	-	-	KM509324.1	KM509852.1	-	-	-	EU340995.1	-	-	-	-	-	-	-	-	-	EU341128.1	-	-	-	-	KM509977.1
Plethodontohyla_ocellata	AY594033.1	AY594070.1	-	-	-	-	KF611576.1	-	-	-	EU352825.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Plethodontohyla_tuberata	AY594038.1	AY594076.1	-	-	-	-	KF611577.1	-	-	-	EU340998.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pleurodema_alium	-	-	-	-	-	-	KT992043.1	-	-	-	JQ937110.1	-	-	-	-	-	-	-	-	-	-	-	JQ937143.1	-	-	-
Pleurodema_bibroni	-	-	-	-	-	-	-	-	-	-	JQ937112.1	-	-	-	-	-	-	-	-	-	-	-	JQ937145.1	-	-	-
Pleurodema_borellii	-	-	-	-	-	-	-	-	-	-	JQ937115.1	-	-	-	-	-	-	-	-	-	-	-	JQ937148.1	-	-	-
Pleurodema_brachyops	AY843733.1	AY843733.1	-	-	-	-	KP149118.1	-	-	KP295538.1	AY843979.1	-	-	-	-	-	-	-	-	KP295582.1	AY844503.1	-	AY844721.1	AY844926.1	-	-
Pleurodema_bufoninum	EU445700.1	EU445700.1	-	-	-	-	-	-	-	-	JQ937117.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pleurodema_cinereum	-	-	-	-	-	-	-	-	-	-	JQ937122.1	-	-	-	-	-	-	-	-	-	-	-	JQ937152.1	-	-	-
Pleurodema_diplolister	-	-	-	-	-	-	KC603986.1	-	-	-	KC603981.1	-	-	-	-	-	-	-	-	KC604052.1	HQ634173.1	-	JQ937153.1	-	-	KC604080.1
Pleurodema_kriegi	-	-	-	-	-	-	-	-	-	-	JQ937125.1	-	-	-	-	-	-	-	-	-	-	-	JQ937155.1	-	-	-
Pleurodema_marmoratum	AM039729.2	AM039661.1	GQ345144.1	-	-	-	-	-	-	-	JQ937127.1	-	-	-	-	-	-	-	-	GQ345273.1	-	-	JQ937156.1	-	-	-
Pleurodema_nebulosum	-	-	-	-	-	-	-	-	-	-	JQ937136.1	-	-	-	-	-	-	-	-	-	-	-	JQ937164.1	-	-	-
Pleurodema_somuncurensis	-	-	-	-	-	-	-	-	-	-	JQ937137.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pleurodema_thaul	JX564888.1	JX564888.1	-	JX564888.1	JX564888.1	-	JX564888.1	JX564888.1	JX564888.1	-	JX564888.1	JX564888.1	JX564888.1	JX564888.1	JX564888.1	JX564888.1	JX564888.1	JX564888.1	-	-	-	-	JX442319.1	-	-	-
Pleurodema_tucumanum	-	-	-	-	-	-	-	-	-	-	JQ937142.1	-	-	-	-	-	-	-	-	-	-	-	JQ937166.1	-	-	-
Polypedates_braueri	KT921226.1	KT921226.1	-	KT921226.1	-	AB728194.1	KT921226.1	KT921226.1	KT921226.1	-	KT921226.1	KT921226.1	KT921226.1	KT921226.1	KT921226.1	KT921226.1	-	KT921226.1	AB728218.1	AB728235.1	AB728252.1	-	AB728274.1	-	AB728291.1	AB728308.1
